Ano,Empresa,Capital,Trabalho,Producao
1973,3325,2218.70000000325,8.93642239587555,17.4757730654915
1974,3325,2308.89999998855,9.51288540029695,21.7830675039613
1975,3325,2351.60000000447,9.81840102444051,24.7301218065962
1976,3325,2472.1999999908,9.42418304866048,23.601719368848
1977,3325,2738.40000001102,10.1843693418298,24.8112605387134
1978,3325,2830.99999999462,10.7312033502454,25.8842610723875
1979,3325,2898.19999999471,11.9923950328162,29.6714154184802
1980,3325,2983.09999999538,11.1799453940288,27.7404604698827
1981,3325,3065.49999999159,9.37140517901573,22.8744371668268
1982,3325,3005.99999999122,5.83966025205578,14.1542687344489
1983,3325,2955.30000000076,4.22194292765942,9.18621786957648
1984,3325,2887.80000000832,4.52287046758681,11.5889732605891
1985,3325,2836.59999999856,3.84232035014642,9.68791073488094
1986,3325,2759.29999998623,3.24946672200104,7.97998990872408
1987,3325,2677.39999999519,3.77400000001374,10.0490000000319
1988,3325,2594.50000000572,4.27284953710751,11.8939573578932
1989,3325,2528.40000000469,4.42204848831279,12.8031671420277
1990,3325,2472.30000000631,4.35186690554321,12.1034617274073
1991,3325,2414.39999999135,4.14247047013418,11.3407483129643
1992,3325,2354.69999999793,3.60566933442815,10.5864276030503
1993,3325,2292.79999999104,3.75454991093593,11.2199346306242
1994,3325,2220.49999999521,4.01239764589675,12.1737405015172
